        Frequency / MHz                S1,1/arg,degrees
               292.20001                       13.125688
               292.45999                       12.487694
                  292.72                         11.8344
               292.98001                       11.150179
               293.23999                        10.42771
                   293.5                       9.6689571
               293.76001                       8.8845234
               294.01999                        8.093315
                  294.28                       7.3192627
               294.54001                       6.5885959
               294.79999                       5.9267779
                  295.06                       5.3545721
               295.32001                       4.8854198
               295.57999                       4.5219448
                  295.84                       4.2557313
               296.10001                       4.0668904
               296.35999                       3.9267895
                  296.62                       3.8012233
                  296.88                        3.656533
               297.14001                       3.4628831
               297.39999                       3.1998391
                  297.66                       2.8573459
               297.92001                       2.4362783
               298.17999                       1.9472367
                  298.44                       1.4077066
               298.70001                      0.83845127
               298.95999                      0.26023475
                  299.22                     -0.30945765
               299.48001                     -0.85936985
               299.73999                      -1.3858955
                     300                      -1.8932965

